	lon	lat
	23.3113542	37.9708341
	23.3113971	37.970817
	23.3114028	37.9707412
	23.3113699	37.9707083
	23.3113943	37.9706725
	23.3113848	37.9706371
	23.3114286	37.9705724
	23.3114586	37.9705366
	23.3115043	37.9705094
	23.3115702	37.970518
	23.3116417	37.9705624
	23.3116417	37.9705967
	23.3115931	37.9706038
	23.3115698	37.9706187
	23.3116111	37.9706545
	23.3116535	37.9706831
	23.3116895	37.9707073
	23.3117103	37.9707137
	23.3117297	37.9707371
	23.3117118	37.9707583
	23.3116809	37.9707654
	23.3116627	37.9707711
	23.3116625	37.9707819
	23.3116664	37.9708204
	23.3116942	37.9708499
	23.3116953	37.9708875
	23.311707	37.9708973
	23.3117286	37.9708973
	23.3117384	37.9709078
	23.3117299	37.970917
	23.3117021	37.9709213
	23.3116852	37.9709322
	23.3116796	37.9709758
	23.3116872	37.9710062
	23.3117075	37.9710347
	23.3117419	37.9710412
	23.311784	37.9710347
	23.3118295	37.9710309
	23.3118566	37.9710165
	23.3118684	37.9709983
	23.3118867	37.9709917
	23.3119022	37.9709958
	23.3119106	37.9709831
	23.3119505	37.9709889
	23.3120001	37.9709978
	23.3120131	37.9709962
	23.3120196	37.9709856
	23.3120302	37.9709758
	23.3120335	37.970966
	23.3121103	37.9709674
	23.3122212	37.9709869
	23.3123342	37.9709674
	23.3124589	37.9709578
	23.3125868	37.9709194
	23.3128267	37.9709929
	23.3128651	37.9710537
	23.313057	37.9710729
	23.3132968	37.9710633
	23.3135527	37.9710025
	23.3139549	37.9708192
	23.3139941	37.9707339
	23.3139732	37.9706403
	23.3140151	37.970636
	23.3140768	37.970653
	23.3141348	37.9706475
	23.3141732	37.9706027
	23.314074	37.9705228
	23.3140196	37.9704396
	23.3140538	37.9703926
	23.3140906	37.9703712
	23.3141049	37.9703446
	23.3141732	37.9703437
	23.314218	37.9703085
	23.3144325	37.9702821
	23.3144962	37.9703181
	23.3145122	37.9703629
	23.3145826	37.9703949
	23.3146529	37.9703853
	23.3147585	37.9703821
	23.3148608	37.9703469
	23.315091	37.9704012
	23.315198	37.970434
	23.3152379	37.9704622
	23.3153623	37.9704808
	23.3153952	37.9704918
	23.3154293	37.9705301
	23.3154527	37.9705795
	23.3154582	37.9706315
	23.3153712	37.9706616
	23.3153171	37.970674
	23.3152843	37.9706918
	23.3152733	37.9707425
	23.3153733	37.9707493
	23.3154788	37.9707425
	23.3154993	37.9707835
	23.3154801	37.9708096
	23.3155472	37.9708383
	23.315606	37.970849
	23.3156292	37.9708597
	23.3155959	37.9709193
	23.315614	37.9709485
	23.3155724	37.9710109
	23.3155729	37.971036
	23.315646	37.971036
	23.3157121	37.9710701
	23.3156916	37.9711093
	23.3157	37.9711385
	23.3157014	37.9711912
	23.3157249	37.9711967
	23.3157323	37.9712097
	23.3157263	37.97123
	23.3156958	37.9712564
	23.3156514	37.9712716
	23.3156417	37.9712966
	23.3156542	37.9713104
	23.3157069	37.9712924
	23.3157166	37.9713257
	23.3157	37.9713575
	23.3156514	37.9713978
	23.3156209	37.97142
	23.3156138	37.9714473
	23.315528	37.9714894
	23.3154711	37.9714949
	23.3154165	37.9715268
	23.3153685	37.971524
	23.3152978	37.9715365
	23.3152756	37.9715601
	23.3152659	37.9716322
	23.3152825	37.9717362
	23.3153199	37.9718084
	23.3153913	37.9718875
	23.3154541	37.9718682
	23.3154625	37.9718752
	23.3154798	37.9718735
	23.3154908	37.9718925
	23.3155055	37.9718963
	23.3155409	37.9718961
	23.3155446	37.9719054
	23.3154917	37.9719213
	23.3154877	37.9719138
	23.315462	37.9719191
	23.3153827	37.9719377
	23.315374	37.9719762
	23.3153796	37.9720095
	23.3153907	37.9720386
	23.3154198	37.9720663
	23.315467	37.9720857
	23.3155592	37.9721338
	23.3156075	37.9722
	23.3156611	37.9722107
	23.3157772	37.9722893
	23.3158129	37.9723803
	23.3158682	37.9724357
	23.3160428	37.9724964
	23.3163454	37.9725861
	23.3164606	37.9725995
	23.3164914	37.9726062
	23.3165276	37.9725995
	23.3165624	37.9725499
	23.3165792	37.9724978
	23.3167221	37.9725296
	23.3167609	37.9724926
	23.3167979	37.9724256
	23.316842	37.9723991
	23.3168808	37.9723268
	23.3169642	37.972328
	23.3170395	37.9723498
	23.3170748	37.9723762
	23.3171348	37.9723665
	23.3171663	37.9722993
	23.3171322	37.9722612
	23.3171876	37.972184
	23.3171224	37.972124
	23.3171612	37.9720782
	23.3172758	37.9720764
	23.317401	37.9721099
	23.3175103	37.9720535
	23.3175333	37.9719883
	23.3175121	37.9719336
	23.3174874	37.9717502
	23.3175527	37.9717149
	23.3175597	37.9716585
	23.3175914	37.9716001
	23.3176975	37.9715783
	23.3177474	37.9716656
	23.3178223	37.9716875
	23.3178815	37.9715377
	23.3178722	37.9713787
	23.3179689	37.9713319
	23.3180843	37.9713693
	23.3181498	37.9713662
	23.3181716	37.9713058
	23.3182402	37.97126
	23.3184623	37.9712806
	23.3185032	37.9712735
	23.3185377	37.971321
	23.3186167	37.9713561
	23.3186711	37.9713666
	23.3187044	37.9713315
	23.3187588	37.9713143
	23.3188035	37.9713227
	23.3188233	37.9713846
	23.3188676	37.9714017
	23.318917	37.9714024
	23.3189878	37.9713819
	23.3190246	37.9712832
	23.3191545	37.9713004
	23.3192569	37.9713353
	23.3192942	37.9714354
	23.3193757	37.971461
	23.3195455	37.9714679
	23.3195921	37.9715378
	23.3196177	37.9716169
	23.3195945	37.9716914
	23.3195805	37.9717659
	23.3195887	37.9720544
	23.3195549	37.9721081
	23.3195621	37.9721576
	23.3195293	37.972285
	23.319499	37.9723129
	23.3194944	37.9723455
	23.3194897	37.9723967
	23.3195195	37.9724311
	23.3194503	37.9728077
	23.319426	37.972872
	23.3193578	37.9728864
	23.3192978	37.9729378
	23.3192787	37.9729932
	23.3192077	37.9730227
	23.3191869	37.9730747
	23.3192011	37.97317
	23.3192296	37.9732716
	23.3192681	37.9733232
	23.3193312	37.9733407
	23.3193794	37.9733834
	23.3194329	37.9734058
	23.3195302	37.9734076
	23.3195529	37.9734902
	23.3196382	37.9735451
	23.3197053	37.9736091
	23.3197728	37.9736284
	23.3198963	37.9736764
	23.3199152	37.9737296
	23.3199444	37.9737536
	23.3200301	37.9737742
	23.319989	37.9738291
	23.3200507	37.9738291
	23.3201022	37.9738034
	23.3201554	37.9737567
	23.3201236	37.973822
	23.3201078	37.9738547
	23.3200919	37.9738874
	23.320188	37.9739577
	23.3202798	37.9739934
	23.3204285	37.9740935
	23.3204922	37.9741299
	23.3205619	37.9741177
	23.3206045	37.9742058
	23.3206842	37.9742619
	23.3206227	37.974312
	23.3206193	37.9743669
	23.3205402	37.9744566
	23.3204816	37.9744372
	23.3204293	37.974444
	23.3204074	37.9745395
	23.3204165	37.9746575
	23.3204771	37.9747725
	23.3205285	37.9748331
	23.3206042	37.9748755
	23.3205437	37.9749723
	23.3205255	37.9750631
	23.3205255	37.9751691
	23.3205951	37.9751812
	23.3206072	37.975275
	23.3206072	37.9754415
	23.3206072	37.9755202
	23.3206526	37.9755959
	23.3206314	37.9756836
	23.3206435	37.9757714
	23.3206708	37.975835
	23.3207313	37.9758895
	23.3207767	37.975947
	23.3208615	37.9760075
	23.3210068	37.9761104
	23.3211944	37.9762103
	23.3215849	37.9763314
	23.3223386	37.9765705
	23.3230733	37.9767933
	23.3237881	37.9769327
	23.3241427	37.9769936
	23.3245115	37.9770823
	23.3245944	37.9770526
	23.3246421	37.9770775
	23.3247193	37.9770639
	23.3247806	37.9770821
	23.3248192	37.9771002
	23.3248544	37.9770651
	23.3249086	37.9770701
	23.3249713	37.9770639
	23.3249668	37.9771139
	23.3249668	37.9771706
	23.3250249	37.9772299
	23.3249106	37.9773753
	23.3252057	37.9774535
	23.3256028	37.9775206
	23.326226	37.9775835
	23.3267602	37.977613
	23.3270102	37.9775985
	23.3271305	37.9776197
	23.327269	37.9776134
	23.3274689	37.9776142
	23.3275539	37.9776164
	23.327651	37.9776129
	23.3277902	37.9776034
	23.3276835	37.9774129
	23.3277054	37.9773748
	23.3277564	37.9773648
	23.3278323	37.9773697
	23.3278631	37.9773497
	23.327902	37.9773398
	23.3279596	37.9773333
	23.3279935	37.9773215
	23.3280582	37.9773225
	23.3280951	37.9773241
	23.3281096	37.9773135
	23.3281368	37.9772871
	23.3281694	37.9772877
	23.3281897	37.9772786
	23.3282411	37.9772839
	23.328269	37.9772871
	23.3282921	37.9772816
	23.3283194	37.977288
	23.3283258	37.9773023
	23.3283473	37.9773024
	23.3283671	37.9773136
	23.3283558	37.9773379
	23.3284012	37.9773521
	23.3284283	37.9773442
	23.3284392	37.9773308
	23.3284589	37.9773371
	23.3284754	37.9773273
	23.328503	37.9773492
	23.3285222	37.9773549
	23.3285394	37.9773536
	23.3285727	37.97734
	23.3286176	37.9773343
	23.3286348	37.9773258
	23.3287522	37.9773291
	23.3287734	37.9773385
	23.3287962	37.9773407
	23.3288296	37.9773357
	23.3288592	37.9773252
	23.3288858	37.9773272
	23.3289008	37.9773115
	23.3289186	37.9772994
	23.3289486	37.9773011
	23.3289712	37.9773079
	23.3290047	37.9773078
	23.3290225	37.9773286
	23.3290445	37.9773485
	23.329072	37.9773482
	23.3291178	37.977335
	23.3291594	37.9773145
	23.3292032	37.9773122
	23.3292443	37.9773165
	23.3292488	37.977335
	23.329263	37.9773393
	23.3292851	37.977325
	23.3293071	37.9773257
	23.3293293	37.9773187
	23.3293519	37.9773186
	23.3293697	37.9773122
	23.3293875	37.9772937
	23.3293961	37.9772738
	23.3294112	37.9772762
	23.3294082	37.9772987
	23.3294124	37.9773222
	23.3294274	37.9773293
	23.3294665	37.9772987
	23.3295015	37.9772789
	23.329532	37.977298
	23.329559	37.9772958
	23.3295676	37.9773143
	23.3295861	37.9773158
	23.3296046	37.9773165
	23.3296195	37.9773023
	23.3296416	37.9773151
	23.329668	37.9773082
	23.3297056	37.9772994
	23.3297456	37.9772974
	23.3297846	37.9772966
	23.3298259	37.977288
	23.3298586	37.9772638
	23.3298963	37.9772688
	23.3299184	37.9772553
	23.3299497	37.9772596
	23.3299717	37.977293
	23.330008	37.9773222
	23.3301596	37.9773286
	23.3303083	37.9773293
	23.3303695	37.9773485
	23.3305731	37.9773372
	23.3307694	37.9773336
	23.3309651	37.9773216
	23.3311637	37.9773194
	23.3312612	37.977323
	23.3313598	37.9773548
	23.33138	37.9773367
	23.3313843	37.9773265
	23.331396	37.9773169
	23.3314027	37.977307
	23.3314184	37.9772967
	23.3314259	37.9772865
	23.3314419	37.9772662
	23.3314504	37.9772582
	23.3314787	37.9772604
	23.331489	37.9772449
	23.3315012	37.9772428
	23.3315118	37.9772502
	23.3315321	37.9772435
	23.3315444	37.9772497
	23.3315572	37.977247
	23.3315679	37.977239
	23.3316021	37.9772412
	23.3316165	37.9772636
	23.3316306	37.977263
	23.3316447	37.9772625
	23.3316736	37.977254
	23.3317034	37.9772524
	23.3317269	37.9772614
	23.3317557	37.9772561
	23.3317793	37.977247
	23.331787	37.9772675
	23.3317808	37.9772828
	23.3317653	37.9772881
	23.3317713	37.9773265
	23.3317739	37.9773378
	23.3317867	37.9773426
	23.3317995	37.9773484
	23.3318112	37.9773426
	23.3318246	37.9773447
	23.3318587	37.9773468
	23.3318635	37.9773548
	23.3318758	37.9773602
	23.3318855	37.9773506
	23.3318927	37.9773435
	23.3319452	37.9773431
	23.3319999	37.9773363
	23.3320307	37.9773159
	23.3321497	37.9773292
	23.3322303	37.9773655
	23.3322521	37.9773804
	23.3322702	37.9773782
	23.3323009	37.9773879
	23.3323435	37.9773809
	23.3324038	37.9774185
	23.3324117	37.9774526
	23.3324336	37.9774391
	23.3324564	37.9774398
	23.332482	37.9774913
	23.3324543	37.9775227
	23.3324456	37.9775443
	23.332502	37.9776027
	23.3325981	37.9776423
	23.3327108	37.9776752
	23.3327408	37.9777103
	23.3327896	37.9777428
	23.3328574	37.9777672
	23.3330076	37.9778055
	23.3332367	37.9778145
	23.3333532	37.9778268
	23.3334861	37.9778243
	23.3339457	37.9778092
	23.3345807	37.9777103
	23.3348725	37.9776364
	23.3350209	37.9775875
	23.3350998	37.9775688
	23.3351872	37.9775658
	23.335671	37.9777153
	23.3357432	37.9777341
	23.3358212	37.9777407
	23.3359706	37.9777648
	23.3359798	37.9777868
	23.3360261	37.9778128
	23.3360757	37.9778269
	23.3362107	37.9778793
	23.3362697	37.9779187
	23.3362828	37.9779374
	23.3363043	37.9779496
	23.3363562	37.9779679
	23.3364777	37.9779908
	23.3366192	37.978003
	23.3367541	37.9780218
	23.3368901	37.9780315
	23.3370333	37.9780452
	23.3371758	37.9780405
	23.3372957	37.9780358
	23.3373622	37.9780339
	23.3374157	37.9780208
	23.3378403	37.9779634
	23.3380547	37.9779417
	23.3382663	37.9778995
	23.3386513	37.9778229
	23.3390358	37.9776985
	23.339163	37.977676
	23.3392297	37.9777116
	23.3392746	37.977796
	23.3392972	37.9778826
	23.3393365	37.9779107
	23.3393843	37.9779213
	23.3394743	37.9779339
	23.3395986	37.9779255
	23.3397202	37.9779079
	23.3399592	37.9778742
	23.3400498	37.977858
	23.3401393	37.9778329
	23.3402528	37.9778173
	23.3403674	37.9777849
	23.3405448	37.9777546
	23.3406569	37.9777379
	23.3407695	37.9777076
	23.3409837	37.9776479
	23.3410933	37.9776156
	23.3411897	37.9775783
	23.3412704	37.9775509
	23.3413182	37.9775291
	23.3413548	37.9774968
	23.3415411	37.9774504
	23.3415895	37.9774511
	23.3416387	37.9774364
	23.3417476	37.9774069
	23.3419501	37.9773549
	23.3419893	37.9773422
	23.342026	37.9773317
	23.3421469	37.9772776
	23.3421454	37.9772396
	23.3421573	37.9772185
	23.3421868	37.9772088
	23.3422206	37.9771952
	23.3423163	37.9771537
	23.3423527	37.9771335
	23.3423836	37.977104
	23.342411	37.9770843
	23.3424427	37.9770555
	23.3424602	37.9770704
	23.3424149	37.9771053
	23.3423741	37.9771363
	23.3423481	37.9771686
	23.3423481	37.977196
	23.342317	37.9772109
	23.3422921	37.9771981
	23.3422252	37.9772236
	23.3421989	37.9772445
	23.3422089	37.9772706
	23.3422151	37.9773004
	23.3422436	37.9773178
	23.3422651	37.9773142
	23.3423289	37.9773055
	23.3423279	37.9772842
	23.3423821	37.9772852
	23.3423782	37.9772561
	23.3423928	37.9772441
	23.3425262	37.9772355
	23.3426635	37.97724
	23.3427982	37.9772218
	23.3431971	37.9771648
	23.343555	37.9771003
	23.3437316	37.9770654
	23.3439135	37.9770556
	23.3442573	37.9770457
	23.3446029	37.977011
	23.3450027	37.9769757
	23.3453752	37.9769256
	23.3456392	37.9768884
	23.3459136	37.9768657
	23.3460149	37.9768632
	23.3460297	37.9768472
	23.3460531	37.9768494
	23.3460736	37.9768736
	23.3461015	37.9768818
	23.3461324	37.9769004
	23.3461646	37.976914
	23.3462029	37.9769152
	23.3465036	37.9769276
	23.3467645	37.976935
	23.347033	37.9769535
	23.3472283	37.9769671
	23.3474201	37.977029
	23.3475944	37.977097
	23.34777	37.9771786
	23.3479531	37.9772479
	23.3481338	37.9773023
	23.3486347	37.977452
	23.3491517	37.9776363
	23.3492358	37.9776709
	23.3493124	37.9776944
	23.3495191	37.9777303
	23.34978	37.9777587
	23.3500353	37.9777752
	23.3505408	37.9777847
	23.350793	37.9777724
	23.3510329	37.9777575
	23.3512803	37.9777464
	23.3514003	37.9777303
	23.3515216	37.9777056
	23.351597	37.9776858
	23.3516613	37.977661
	23.3517466	37.9776215
	23.3517837	37.9775918
	23.3517998	37.9775646
	23.3517837	37.9774965
	23.3518036	37.9774866
	23.3518258	37.9775918
	23.351827	37.9776375
	23.3518382	37.9776796
	23.3518654	37.9776907
	23.3518814	37.9777587
	23.3519087	37.9777897
	23.3519415	37.977804
	23.3520113	37.9778676
	23.3520553	37.9779395
	23.3520732	37.9780098
	23.3520386	37.9780469
	23.352156	37.9780432
	23.3522166	37.9780507
	23.3522761	37.9780346
	23.3522401	37.9779925
	23.3521894	37.9779529
	23.3521685	37.9779035
	23.35214	37.9778404
	23.3522055	37.9777708
	23.3522537	37.9777538
	23.3523032	37.9777538
	23.352344	37.9777798
	23.3524253	37.9777828
	23.3526076	37.9777625
	23.3528179	37.9776882
	23.3528475	37.97776
	23.3528808	37.9778045
	23.3529118	37.9778317
	23.3529536	37.9778407
	23.3529662	37.9778639
	23.3529909	37.9778861
	23.3530741	37.9779157
	23.3533388	37.977886
	23.3536104	37.9778684
	23.3539442	37.9778415
	23.3542778	37.9777977
	23.354844	37.9778
	23.3548673	37.9778086
	23.3549913	37.9778101
	23.3554434	37.9778024
	23.3558801	37.9777218
	23.3562863	37.9775858
	23.3563105	37.9775547
	23.3563197	37.9775213
	23.3562597	37.9771812
	23.3563422	37.9771662
	23.3564197	37.9775281
	23.3565083	37.9775396
	23.3564891	37.9776481
	23.3565982	37.9776913
	23.3567412	37.9776963
	23.356749	37.9776111
	23.3568166	37.977609
	23.3568282	37.9776586
	23.356922	37.9776459
	23.3570122	37.9776341
	23.3578059	37.9774645
	23.3584071	37.9772718
	23.3589234	37.9769944
	23.3594167	37.976663
	23.3597325	37.9763779
	23.3598251	37.9762623
	23.3598327	37.976162
	23.3597712	37.9760465
	23.3597248	37.9759077
	23.3596016	37.9756997
	23.3595554	37.9755224
	23.3596787	37.9754685
	23.359802	37.9754145
	23.3599592	37.9753149
	23.3601642	37.9752912
	23.3605104	37.9751564
	23.3608936	37.9750263
	23.3612757	37.974934
	23.3613922	37.9748826
	23.3614518	37.9748283
	23.3615119	37.9746374
	23.3614909	37.9744599
	23.361419	37.9741689
	23.3613794	37.9741734
	23.3613107	37.9740645
	23.3611762	37.9739435
	23.3610498	37.9739112
	23.3608801	37.9738497
	23.360801	37.9738097
	23.3607042	37.9737895
	23.360507	37.9736179
	23.360434	37.9734446
	23.3604331	37.9732342
	23.3604721	37.9729294
	23.3604581	37.9728671
	23.3604924	37.9728148
	23.360507	37.9726872
	23.3607035	37.9726557
	23.3607721	37.9726699
	23.3607841	37.9727363
	23.3608264	37.9727343
	23.3608425	37.9728027
